epx: 12.137, epy: 13.635, epv: 46.896, ept: 0.005, eps: 28.12, longitude: 15.646591667, epc: nan, track: 109.08, mode: 3, time: 1418940649.0, latitude: 58.375663333, climb: 0.0, epd: nan, speed: 0.057, altitude: 70.2
epx: 12.233, epy: 13.657, epv: 20.01, ept: 0.005, eps: 27.31, longitude: 15.646591667, epc: nan, track: 109.08, mode: 3, time: 1418940667.0, latitude: 58.37565, climb: 0.0, epd: nan, speed: 0.123, altitude: 70.2
epx: 12.233, epy: 13.657, epv: 20.01, ept: 0.005, eps: 27.31, longitude: 15.646591667, epc: nan, track: 109.08, mode: 3, time: 1418940667.0, latitude: 58.37565, climb: 0.0, epd: nan, speed: 0.123, altitude: 70.2
epx: 12.233, epy: 13.657, epv: 20.01, ept: 0.005, eps: 27.31, longitude: 15.646591667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:08.000Z, latitude: 58.375648333, climb: 0.0, epd: nan, speed: 0.139, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 46.75, ept: 0.005, eps: 27.34, longitude: 15.646593333, epc: nan, track: 109.08, mode: 3, time: 1418940669.0, latitude: 58.375646667, climb: 0.0, epd: nan, speed: 0.195, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646593333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:10.000Z, latitude: 58.375645, climb: 0.0, epd: nan, speed: 0.206, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 1418940671.0, latitude: 58.375643333, climb: 0.0, epd: nan, speed: 0.195, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:12.000Z, latitude: 58.375643333, climb: 0.0, epd: nan, speed: 0.17, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:12.000Z, latitude: 58.375643333, climb: 0.0, epd: nan, speed: 0.17, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 1418940673.0, latitude: 58.375641667, climb: 0.0, epd: nan, speed: 0.123, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 46.75, ept: 0.005, eps: 27.36, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:14.000Z, latitude: 58.37564, climb: 0.0, epd: nan, speed: 0.118, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940675.0, latitude: 58.37564, climb: 0.0, epd: nan, speed: 0.093, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:16.000Z, latitude: 58.375638333, climb: 0.0, epd: nan, speed: 0.067, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940677.0, latitude: 58.375638333, climb: 0.0, epd: nan, speed: 0.062, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940677.0, latitude: 58.375638333, climb: 0.0, epd: nan, speed: 0.062, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:18.000Z, latitude: 58.375638333, climb: 0.0, epd: nan, speed: 0.082, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 46.75, ept: 0.005, eps: 27.36, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 1418940679.0, latitude: 58.375638333, climb: 0.0, epd: nan, speed: 0.077, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:20.000Z, latitude: 58.375636667, climb: 0.0, epd: nan, speed: 0.072, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940681.0, latitude: 58.375636667, climb: 0.0, epd: nan, speed: 0.067, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:22.000Z, latitude: 58.375636667, climb: 0.0, epd: nan, speed: 0.077, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:22.000Z, latitude: 58.375636667, climb: 0.0, epd: nan, speed: 0.077, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940683.0, latitude: 58.375635, climb: 0.0, epd: nan, speed: 0.108, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 46.75, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:24.000Z, latitude: 58.375635, climb: 0.0, epd: nan, speed: 0.113, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940685.0, latitude: 58.375633333, climb: 0.0, epd: nan, speed: 0.103, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:26.000Z, latitude: 58.375631667, climb: 0.0, epd: nan, speed: 0.159, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940687.0, latitude: 58.375631667, climb: 0.0, epd: nan, speed: 0.129, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940687.0, latitude: 58.375631667, climb: 0.0, epd: nan, speed: 0.129, altitude: 70.2
epx: 12.241, epy: 13.682, epv: 20.01, ept: 0.005, eps: 27.36, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:28.000Z, latitude: 58.37563, climb: 0.0, epd: nan, speed: 0.098, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 46.656, ept: 0.005, eps: 27.42, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940689.0, latitude: 58.375628333, climb: 0.0, epd: nan, speed: 0.134, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 20.01, ept: 0.005, eps: 27.48, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:30.000Z, latitude: 58.375628333, climb: 0.0, epd: nan, speed: 0.139, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 20.01, ept: 0.005, eps: 27.48, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 1418940691.0, latitude: 58.375626667, climb: 0.0, epd: nan, speed: 0.129, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 20.01, ept: 0.005, eps: 27.48, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:32.000Z, latitude: 58.375625, climb: 0.0, epd: nan, speed: 0.082, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 20.01, ept: 0.005, eps: 27.48, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:32.000Z, latitude: 58.375625, climb: 0.0, epd: nan, speed: 0.082, altitude: 70.2
epx: 12.228, epy: 13.74, epv: 20.01, ept: 0.005, eps: 27.48, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 1418940693.0, latitude: 58.375625, climb: 0.0, epd: nan, speed: 0.057, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 45.847, ept: 0.005, eps: 27.18, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:34.000Z, latitude: 58.375625, climb: 0.0, epd: nan, speed: 0.057, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 20.01, ept: 0.005, eps: 26.88, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 1418940695.0, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.077, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 20.01, ept: 0.005, eps: 26.88, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:36.000Z, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.072, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 20.01, ept: 0.005, eps: 26.88, longitude: 15.646595, epc: nan, track: 109.08, mode: 3, time: 1418940697.0, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.062, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 20.01, ept: 0.005, eps: 26.88, longitude: 15.646595, epc: nan, track: 109.08, mode: 3, time: 1418940697.0, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.062, altitude: 70.2
epx: 12.188, epy: 13.438, epv: 20.01, ept: 0.005, eps: 26.88, longitude: 15.646593333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:38.000Z, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.041, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 45.802, ept: 0.005, eps: 26.89, longitude: 15.646593333, epc: nan, track: 109.08, mode: 3, time: 1418940699.0, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.021, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 20.01, ept: 0.005, eps: 26.91, longitude: 15.646593333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:40.000Z, latitude: 58.375623333, climb: 0.0, epd: nan, speed: 0.093, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 20.01, ept: 0.005, eps: 26.91, longitude: 15.646595, epc: nan, track: 109.08, mode: 3, time: 1418940701.0, latitude: 58.375621667, climb: 0.0, epd: nan, speed: 0.098, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 20.01, ept: 0.005, eps: 26.91, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:42.000Z, latitude: 58.375621667, climb: 0.0, epd: nan, speed: 0.051, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 20.01, ept: 0.005, eps: 26.91, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:42.000Z, latitude: 58.375621667, climb: 0.0, epd: nan, speed: 0.051, altitude: 70.2
epx: 12.181, epy: 13.453, epv: 20.01, ept: 0.005, eps: 26.91, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 1418940703.0, latitude: 58.375621667, climb: 0.0, epd: nan, speed: 0.046, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.93, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:44.000Z, latitude: 58.37562, climb: 0.0, epd: nan, speed: 0.082, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 1418940705.0, latitude: 58.37562, climb: 0.0, epd: nan, speed: 0.149, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:46.000Z, latitude: 58.375618333, climb: 0.0, epd: nan, speed: 0.139, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 1418940707.0, latitude: 58.375616667, climb: 0.0, epd: nan, speed: 0.134, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 1418940707.0, latitude: 58.375616667, climb: 0.0, epd: nan, speed: 0.134, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:48.000Z, latitude: 58.375616667, climb: 0.0, epd: nan, speed: 0.118, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.95, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 1418940709.0, latitude: 58.375615, climb: 0.0, epd: nan, speed: 0.093, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:50.000Z, latitude: 58.375615, climb: 0.0, epd: nan, speed: 0.149, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646596667, epc: nan, track: 109.08, mode: 3, time: 1418940711.0, latitude: 58.375613333, climb: 0.0, epd: nan, speed: 0.103, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:52.000Z, latitude: 58.375611667, climb: 0.0, epd: nan, speed: 0.118, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:52.000Z, latitude: 58.375611667, climb: 0.0, epd: nan, speed: 0.118, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 109.08, mode: 3, time: 1418940713.0, latitude: 58.375611667, climb: 0.0, epd: nan, speed: 0.134, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.95, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:54.000Z, latitude: 58.37561, climb: 0.0, epd: nan, speed: 0.165, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940715.0, latitude: 58.375608333, climb: 0.0, epd: nan, speed: 0.175, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:56.000Z, latitude: 58.375606667, climb: 0.0, epd: nan, speed: 0.185, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940717.0, latitude: 58.375605, climb: 0.0, epd: nan, speed: 0.216, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940717.0, latitude: 58.375605, climb: 0.0, epd: nan, speed: 0.216, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:11:58.000Z, latitude: 58.375603333, climb: 0.0, epd: nan, speed: 0.175, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 1418940719.0, latitude: 58.375601667, climb: 0.0, epd: nan, speed: 0.206, altitude: 70.2
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:00.000Z, latitude: 58.3756, climb: -0.1, epd: nan, speed: 0.201, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 1418940721.0, latitude: 58.375598333, climb: 0.0, epd: nan, speed: 0.165, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:02.000Z, latitude: 58.375596667, climb: 0.0, epd: nan, speed: 0.165, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:02.000Z, latitude: 58.375596667, climb: 0.0, epd: nan, speed: 0.165, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 1418940723.0, latitude: 58.375595, climb: 0.0, epd: nan, speed: 0.108, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:04.000Z, latitude: 58.375595, climb: 0.0, epd: nan, speed: 0.103, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646605, epc: nan, track: 109.08, mode: 3, time: 1418940725.0, latitude: 58.375593333, climb: 0.0, epd: nan, speed: 0.093, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:06.000Z, latitude: 58.375593333, climb: 0.0, epd: nan, speed: 0.072, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940727.0, latitude: 58.375591667, climb: 0.0, epd: nan, speed: 0.031, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 1418940727.0, latitude: 58.375591667, climb: 0.0, epd: nan, speed: 0.031, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:08.000Z, latitude: 58.375591667, climb: 0.0, epd: nan, speed: 0.072, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 45.906, ept: 0.005, eps: 26.95, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940729.0, latitude: 58.375591667, climb: 0.0, epd: nan, speed: 0.159, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646603333, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:10.000Z, latitude: 58.375593333, climb: 0.0, epd: nan, speed: 0.103, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646601667, epc: nan, track: 109.08, mode: 3, time: 1418940731.0, latitude: 58.375595, climb: 0.0, epd: nan, speed: 0.231, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:12.000Z, latitude: 58.375595, climb: 0.0, epd: nan, speed: 0.123, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.6466, epc: nan, track: 109.08, mode: 3, time: 2014-12-18T22:12:12.000Z, latitude: 58.375595, climb: 0.0, epd: nan, speed: 0.123, altitude: 70.1
epx: 12.189, epy: 13.477, epv: 20.01, ept: 0.005, eps: 26.95, longitude: 15.646598333, epc: nan, track: 115.0, mode: 3, time: 1418940733.0, latitude: 58.375593333, climb: 0.0, epd: nan, speed: 0.432, altitude: 70.1
epx: 10.977, epy: 9.092, epv: 36.671, ept: 0.005, eps: 24.45, longitude: 15.646635, epc: nan, track: 151.24, mode: 3, time: 2014-12-18T22:12:14.000Z, latitude: 58.375563333, climb: -0.1, epd: nan, speed: 0.406, altitude: 70.0
epx: 10.977, epy: 9.092, epv: 18.86, ept: 0.005, eps: 21.95, longitude: 15.646641667, epc: nan, track: 151.24, mode: 3, time: 1418940735.0, latitude: 58.375581667, climb: 0.2, epd: nan, speed: 0.288, altitude: 70.2
epx: 10.977, epy: 9.092, epv: 18.86, ept: 0.005, eps: 21.95, longitude: 15.64664, epc: nan, track: 29.05, mode: 3, time: 2014-12-18T22:12:16.000Z, latitude: 58.375586667, climb: 0.2, epd: nan, speed: 0.37, altitude: 70.4
epx: 10.977, epy: 9.092, epv: 18.86, ept: 0.005, eps: 21.95, longitude: 15.646638333, epc: nan, track: 26.74, mode: 3, time: 1418940737.0, latitude: 58.375595, climb: -0.2, epd: nan, speed: 0.334, altitude: 70.2
epx: 10.977, epy: 9.092, epv: 18.86, ept: 0.005, eps: 21.95, longitude: 15.646638333, epc: nan, track: 26.74, mode: 3, time: 1418940737.0, latitude: 58.375595, climb: -0.2, epd: nan, speed: 0.334, altitude: 70.2
epx: 10.977, epy: 9.092, epv: 18.86, ept: 0.005, eps: 21.95, longitude: 15.646643333, epc: nan, track: 358.75, mode: 3, time: 2014-12-18T22:12:18.000Z, latitude: 58.3756, climb: -0.3, epd: nan, speed: 0.35, altitude: 69.9
epx: 13.037, epy: 10.207, epv: 39.984, ept: 0.005, eps: 24.01, longitude: 15.646655, epc: nan, track: 28.01, mode: 3, time: 1418940739.0, latitude: 58.375601667, climb: -0.2, epd: nan, speed: 0.376, altitude: 69.7
